,prior,marginal,conditional_probability,source
3928,hepatotoxin,endogenous chemical,0.0,dd
3929,anabolic hormones,endogenous chemical,1.1570365263125436e-07,dd
3930,antinausea,endogenous chemical,5.785182631562718e-08,dd
3931,antihyperglycemic,endogenous chemical,1.1570365263125436e-07,dd
3932,hiv medications,endogenous chemical,5.785182631562718e-08,dd
3933,nonopioid analgesic,endogenous chemical,0.0,dd
3934,inhalant,endogenous chemical,2.3140730526250872e-07,dd
3935,psychedelic,endogenous chemical,3.581028048937323e-05,dd
3936,antipsychotic,endogenous chemical,7.520737421031534e-07,dd
3937,bulking agent,endogenous chemical,5.785182631562718e-08,dd
3938,serm,endogenous chemical,5.785182631562718e-08,dd
3939,metabolite,endogenous chemical,1.6777029631531883e-06,dd
3940,cannabinoid receptor agonists,endogenous chemical,5.033108889459565e-06,dd
3941,endogenous chemical,endogenous chemical,0.0,dd
3942,sedative,endogenous chemical,2.719035836834478e-06,dd
3943,antidepressant,endogenous chemical,6.363700894718991e-07,dd
3944,structural class,endogenous chemical,1.1570365263125438e-05,dd
3945,chemical reagent,endogenous chemical,2.198369399993833e-06,dd
3946,androgen/estrogen,endogenous chemical,1.1570365263125436e-07,dd
3947,uncoupler,endogenous chemical,5.785182631562718e-08,dd
3948,steroid,endogenous chemical,1.7355547894688154e-07,dd
3949,nootropic,endogenous chemical,5.785182631562718e-08,dd
3950,acetaminophen-containing,endogenous chemical,8.099255684187806e-07,dd
3951,element,endogenous chemical,3.5868132315688855e-06,dd
3952,tricyclic antidepressants,endogenous chemical,3.471109578937631e-07,dd
3953,antithyroid,endogenous chemical,5.785182631562718e-08,dd
3954,nmda antagonist,endogenous chemical,5.785182631562718e-08,dd
3955,vasoactive,endogenous chemical,1.4462956578906798e-06,dd
3956,opioid,sedative,1.910966908423036e-05,dd
3957,serotonergic,sedative,0.0,dd
3958,unclear,sedative,0.0,dd
3959,cardioactive,sedative,9.799830299605312e-07,dd
3960,antibiotic/antifungal,sedative,3.266610099868437e-07,dd
3961,ssri,sedative,1.306644039947375e-06,dd
3962,ergot,sedative,3.266610099868437e-07,dd
3963,anti-inflammatory,sedative,1.6333050499342186e-07,dd
3964,mushrooms,sedative,0.0,dd
3965,anticoagulant,sedative,1.6333050499342186e-07,dd
3966,neurotoxin,sedative,0.0,dd
3967,misclassified,sedative,0.0,dd
3968,antacid,sedative,0.0,dd
3969,stimulants,sedative,2.4009584234033015e-05,dd
3970,moiety,sedative,1.9599660599210625e-06,dd
3971,snakes,sedative,0.0,dd
3972,sexual enhancement,sedative,0.0,dd
3973,salicylate,sedative,0.0,dd
3974,alcohol,sedative,1.6333050499342186e-06,dd
3975,chemical process,sedative,1.6333050499342186e-07,dd
3976,cholinergic plant,sedative,0.0,dd
3977,dopamine agonist,sedative,0.0,dd
3978,paralytic,sedative,1.6333050499342186e-07,dd
3979,abortifacient,sedative,1.6333050499342186e-07,dd
3980,analgesic,sedative,0.0,dd
3981,anticholinergic medicine,sedative,3.4299406048618593e-06,dd
3982,maoi,sedative,4.899915149802656e-07,dd
3983,functional class,sedative,7.349872724703984e-06,dd
3984,plant,sedative,2.123296564914484e-06,dd
3985,chemotherapeutic,sedative,3.266610099868437e-07,dd
3986,nsaid,sedative,0.0,dd
3987,cyanogenic,sedative,0.0,dd
3988,anesthetic,sedative,1.6333050499342186e-07,dd
3989,hepatotoxin,sedative,1.6333050499342186e-07,dd
3990,anabolic hormones,sedative,0.0,dd
3991,antinausea,sedative,1.6333050499342186e-07,dd
3992,antihyperglycemic,sedative,0.0,dd
3993,hiv medications,sedative,0.0,dd
3994,nonopioid analgesic,sedative,0.0,dd
3995,inhalant,sedative,3.266610099868437e-07,dd
3996,psychedelic,sedative,2.123296564914484e-05,dd
3997,antipsychotic,sedative,1.306644039947375e-06,dd
3998,bulking agent,sedative,0.0,dd
3999,serm,sedative,0.0,dd
4000,metabolite,sedative,6.533220199736874e-07,dd
4001,cannabinoid receptor agonists,sedative,4.7365846448092336e-06,dd
4002,endogenous chemical,sedative,7.676533734690827e-06,dd
4003,sedative,sedative,0.0,dd
4004,antidepressant,sedative,0.0,dd
4005,structural class,sedative,1.4209753934427702e-05,dd
4006,chemical reagent,sedative,6.533220199736874e-07,dd
4007,androgen/estrogen,sedative,0.0,dd
4008,uncoupler,sedative,0.0,dd
4009,steroid,sedative,3.266610099868437e-07,dd
4010,nootropic,sedative,0.0,dd
4011,acetaminophen-containing,sedative,1.4699745449407968e-06,dd
4012,element,sedative,2.61328807989475e-06,dd
4013,tricyclic antidepressants,sedative,3.266610099868437e-07,dd
4014,antithyroid,sedative,1.6333050499342186e-07,dd
4015,nmda antagonist,sedative,0.0,dd
4016,vasoactive,sedative,1.4699745449407968e-06,dd
4017,opioid,antidepressant,2.0585275715550238e-05,dd
4018,serotonergic,antidepressant,0.0,dd
4019,unclear,antidepressant,0.0,dd
4020,cardioactive,antidepressant,0.0,dd
4021,antibiotic/antifungal,antidepressant,0.0,dd
4022,ssri,antidepressant,2.9061565716070924e-05,dd
4023,ergot,antidepressant,0.0,dd
4024,anti-inflammatory,antidepressant,0.0,dd
4025,mushrooms,antidepressant,0.0,dd
4026,anticoagulant,antidepressant,0.0,dd
4027,neurotoxin,antidepressant,0.0,dd
4028,misclassified,antidepressant,0.0,dd
4029,antacid,antidepressant,0.0,dd
4030,stimulants,antidepressant,3.753785571659161e-05,dd
4031,moiety,antidepressant,9.687188572023641e-06,dd
4032,snakes,antidepressant,0.0,dd
4033,sexual enhancement,antidepressant,0.0,dd
4034,salicylate,antidepressant,0.0,dd
4035,alcohol,antidepressant,2.4217971430059103e-06,dd
4036,chemical process,antidepressant,0.0,dd
4037,cholinergic plant,antidepressant,0.0,dd
4038,dopamine agonist,antidepressant,4.843594286011821e-06,dd
4039,paralytic,antidepressant,0.0,dd
4040,abortifacient,antidepressant,0.0,dd
4041,analgesic,antidepressant,0.0,dd
4042,anticholinergic medicine,antidepressant,6.054492857514776e-06,dd
4043,maoi,antidepressant,1.9374377144047283e-05,dd
4044,functional class,antidepressant,2.785066714456797e-05,dd
4045,plant,antidepressant,0.0,dd
4046,chemotherapeutic,antidepressant,0.0,dd
4047,nsaid,antidepressant,0.0,dd
4048,cyanogenic,antidepressant,0.0,dd
4049,anesthetic,antidepressant,0.0,dd
4050,hepatotoxin,antidepressant,0.0,dd
4051,anabolic hormones,antidepressant,0.0,dd
4052,antinausea,antidepressant,0.0,dd
4053,antihyperglycemic,antidepressant,0.0,dd
4054,hiv medications,antidepressant,0.0,dd
4055,nonopioid analgesic,antidepressant,0.0,dd
4056,inhalant,antidepressant,2.4217971430059103e-06,dd
4057,psychedelic,antidepressant,1.2108985715029552e-05,dd
4058,antipsychotic,antidepressant,0.0,dd
4059,bulking agent,antidepressant,0.0,dd
4060,serm,antidepressant,0.0,dd
4061,metabolite,antidepressant,0.0,dd
4062,cannabinoid receptor agonists,antidepressant,7.265391429017731e-06,dd
4063,endogenous chemical,antidepressant,1.3319884286532507e-05,dd
4064,sedative,antidepressant,0.0,dd
4065,antidepressant,antidepressant,0.0,dd
4066,structural class,antidepressant,1.4530782858035462e-05,dd
4067,chemical reagent,antidepressant,0.0,dd
4068,androgen/estrogen,antidepressant,0.0,dd
4069,uncoupler,antidepressant,0.0,dd
4070,steroid,antidepressant,0.0,dd
4071,nootropic,antidepressant,0.0,dd
4072,acetaminophen-containing,antidepressant,1.2108985715029552e-06,dd
4073,element,antidepressant,0.0,dd
4074,tricyclic antidepressants,antidepressant,1.0898087143526597e-05,dd
4075,antithyroid,antidepressant,0.0,dd
4076,nmda antagonist,antidepressant,0.0,dd
4077,vasoactive,antidepressant,9.687188572023641e-06,dd
4078,opioid,structural class,1.2063398945278852e-05,dd
4079,serotonergic,structural class,1.1016802689752376e-07,dd
4080,unclear,structural class,0.0,dd
4081,cardioactive,structural class,1.4872683631165708e-06,dd
4082,antibiotic/antifungal,structural class,4.4067210759009504e-07,dd
4083,ssri,structural class,9.08886221904571e-07,dd
4084,ergot,structural class,4.1313010086571414e-07,dd
4085,anti-inflammatory,structural class,1.6525204034628564e-07,dd
4086,mushrooms,structural class,1.1016802689752376e-07,dd
4087,anticoagulant,structural class,0.0,dd
4088,neurotoxin,structural class,0.0,dd
4089,misclassified,structural class,0.0,dd
4090,antacid,structural class,2.754200672438094e-08,dd
4091,stimulants,structural class,2.23916514669217e-05,dd
4092,moiety,structural class,1.432184349667809e-06,dd
4093,snakes,structural class,0.0,dd
4094,sexual enhancement,structural class,5.508401344876188e-08,dd
4095,salicylate,structural class,0.0,dd
4096,alcohol,structural class,7.711761882826664e-07,dd
4097,chemical process,structural class,2.754200672438094e-08,dd
4098,cholinergic plant,structural class,8.262602017314282e-08,dd
4099,dopamine agonist,structural class,8.262602017314282e-08,dd
4100,paralytic,structural class,0.0,dd
4101,abortifacient,structural class,0.0,dd
4102,analgesic,structural class,2.754200672438094e-08,dd
4103,anticholinergic medicine,structural class,1.900398463982285e-06,dd
4104,maoi,structural class,1.0465962555264758e-06,dd
4105,functional class,structural class,5.756279405395616e-06,dd
4106,plant,structural class,8.813442151801901e-07,dd
4107,chemotherapeutic,structural class,3.5804608741695223e-07,dd
4108,nsaid,structural class,1.1016802689752376e-07,dd
4109,cyanogenic,structural class,0.0,dd
4110,anesthetic,structural class,5.508401344876188e-08,dd
4111,hepatotoxin,structural class,2.754200672438094e-08,dd
4112,anabolic hormones,structural class,0.0,dd
4113,antinausea,structural class,8.262602017314282e-08,dd
4114,antihyperglycemic,structural class,5.508401344876188e-08,dd
4115,hiv medications,structural class,0.0,dd
4116,nonopioid analgesic,structural class,0.0,dd
4117,inhalant,structural class,2.2033605379504752e-07,dd
4118,psychedelic,structural class,3.2279231880974464e-05,dd
4119,antipsychotic,structural class,5.232981277632379e-07,dd
4120,bulking agent,structural class,2.754200672438094e-08,dd
4121,serm,structural class,0.0,dd
4122,metabolite,structural class,7.711761882826664e-07,dd
4123,cannabinoid receptor agonists,structural class,3.6906289010670456e-06,dd
4124,endogenous chemical,structural class,5.508401344876188e-06,dd
4125,sedative,structural class,2.396154585021142e-06,dd
4126,antidepressant,structural class,3.305040806925713e-07,dd
4127,structural class,structural class,0.0,dd
4128,chemical reagent,structural class,1.6800624101872373e-06,dd
4129,androgen/estrogen,structural class,0.0,dd
4130,uncoupler,structural class,0.0,dd
4131,steroid,structural class,1.1016802689752376e-07,dd
4132,nootropic,structural class,5.508401344876188e-08,dd
4133,acetaminophen-containing,structural class,5.232981277632379e-07,dd
4134,element,structural class,1.2944743160459042e-06,dd
4135,tricyclic antidepressants,structural class,1.3771003362190469e-07,dd
4136,antithyroid,structural class,2.754200672438094e-08,dd
4137,nmda antagonist,structural class,0.0,dd
4138,vasoactive,structural class,7.711761882826664e-07,dd
4139,opioid,chemical reagent,7.365807408117976e-06,dd
4140,serotonergic,chemical reagent,0.0,dd
4141,unclear,chemical reagent,0.0,dd
4142,cardioactive,chemical reagent,1.7129784670041804e-06,dd
4143,antibiotic/antifungal,chemical reagent,1.0277870802025083e-06,dd
4144,ssri,chemical reagent,0.0,dd
4145,ergot,chemical reagent,2.2268720071054344e-06,dd
4146,anti-inflammatory,chemical reagent,6.851913868016721e-07,dd
4147,mushrooms,chemical reagent,0.0,dd
4148,anticoagulant,chemical reagent,0.0,dd
4149,neurotoxin,chemical reagent,0.0,dd
4150,misclassified,chemical reagent,0.0,dd
4151,antacid,chemical reagent,0.0,dd
4152,stimulants,chemical reagent,2.5352081311661872e-05,dd
4153,moiety,chemical reagent,4.967637554312123e-06,dd
4154,snakes,chemical reagent,0.0,dd
4155,sexual enhancement,chemical reagent,0.0,dd
4156,salicylate,chemical reagent,0.0,dd
4157,alcohol,chemical reagent,8.564892335020902e-07,dd
4158,chemical process,chemical reagent,0.0,dd
4159,cholinergic plant,chemical reagent,6.851913868016721e-07,dd
4160,dopamine agonist,chemical reagent,0.0,dd
4161,paralytic,chemical reagent,0.0,dd
4162,abortifacient,chemical reagent,1.7129784670041803e-07,dd
4163,analgesic,chemical reagent,0.0,dd
4164,anticholinergic medicine,chemical reagent,4.7963397076117055e-06,dd
4165,maoi,chemical reagent,1.7129784670041803e-07,dd
4166,functional class,chemical reagent,3.597254780708779e-06,dd
4167,plant,chemical reagent,1.5416806203037625e-06,dd
4168,chemotherapeutic,chemical reagent,6.851913868016721e-07,dd
4169,nsaid,chemical reagent,5.138935401012541e-07,dd
4170,cyanogenic,chemical reagent,0.0,dd
4171,anesthetic,chemical reagent,1.7129784670041803e-07,dd
4172,hepatotoxin,chemical reagent,0.0,dd
4173,anabolic hormones,chemical reagent,0.0,dd
4174,antinausea,chemical reagent,0.0,dd
4175,antihyperglycemic,chemical reagent,1.7129784670041803e-07,dd
4176,hiv medications,chemical reagent,0.0,dd
4177,nonopioid analgesic,chemical reagent,0.0,dd
4178,inhalant,chemical reagent,2.0555741604050166e-06,dd
4179,psychedelic,chemical reagent,2.1583528684252674e-05,dd
4180,antipsychotic,chemical reagent,1.7129784670041803e-07,dd
4181,bulking agent,chemical reagent,0.0,dd
4182,serm,chemical reagent,0.0,dd
4183,metabolite,chemical reagent,5.652828941113796e-06,dd
4184,cannabinoid receptor agonists,chemical reagent,1.8842763137045987e-06,dd
4185,endogenous chemical,chemical reagent,6.509318174615887e-06,dd
4186,sedative,chemical reagent,6.851913868016721e-07,dd
4187,antidepressant,chemical reagent,0.0,dd
4188,structural class,chemical reagent,1.0449168648725501e-05,dd
4189,chemical reagent,chemical reagent,0.0,dd
4190,androgen/estrogen,chemical reagent,3.4259569340083606e-07,dd
4191,uncoupler,chemical reagent,0.0,dd
4192,steroid,chemical reagent,0.0,dd
4193,nootropic,chemical reagent,1.7129784670041803e-07,dd
4194,acetaminophen-containing,chemical reagent,5.138935401012541e-07,dd
4195,element,chemical reagent,7.537105254818395e-06,dd
4196,tricyclic antidepressants,chemical reagent,0.0,dd
4197,antithyroid,chemical reagent,1.7129784670041803e-07,dd
4198,nmda antagonist,chemical reagent,0.0,dd
4199,vasoactive,chemical reagent,6.851913868016721e-07,dd
4200,opioid,androgen/estrogen,0.0,dd
4201,serotonergic,androgen/estrogen,0.0,dd
4202,unclear,androgen/estrogen,0.0,dd
4203,cardioactive,androgen/estrogen,0.0,dd
4204,antibiotic/antifungal,androgen/estrogen,1.4046423429434279e-05,dd
4205,ssri,androgen/estrogen,0.0,dd
4206,ergot,androgen/estrogen,0.0,dd
4207,anti-inflammatory,androgen/estrogen,0.0,dd
4208,mushrooms,androgen/estrogen,0.0,dd
4209,anticoagulant,androgen/estrogen,0.0,dd
4210,neurotoxin,androgen/estrogen,0.0,dd
4211,misclassified,androgen/estrogen,0.0,dd
4212,antacid,androgen/estrogen,0.0,dd
4213,stimulants,androgen/estrogen,0.0,dd
4214,moiety,androgen/estrogen,0.0,dd
4215,snakes,androgen/estrogen,0.0,dd
4216,sexual enhancement,androgen/estrogen,0.0,dd
4217,salicylate,androgen/estrogen,0.0,dd
4218,alcohol,androgen/estrogen,0.0,dd
4219,chemical process,androgen/estrogen,0.0,dd
4220,cholinergic plant,androgen/estrogen,0.0,dd
4221,dopamine agonist,androgen/estrogen,0.0,dd
4222,paralytic,androgen/estrogen,0.0,dd
4223,abortifacient,androgen/estrogen,1.4046423429434279e-05,dd
4224,analgesic,androgen/estrogen,0.0,dd
4225,anticholinergic medicine,androgen/estrogen,0.0,dd
4226,maoi,androgen/estrogen,0.0,dd
4227,functional class,androgen/estrogen,1.4046423429434279e-05,dd
4228,plant,androgen/estrogen,0.0,dd
4229,chemotherapeutic,androgen/estrogen,0.0,dd
4230,nsaid,androgen/estrogen,0.0,dd
4231,cyanogenic,androgen/estrogen,0.0,dd
4232,anesthetic,androgen/estrogen,0.0,dd
4233,hepatotoxin,androgen/estrogen,0.0,dd
4234,anabolic hormones,androgen/estrogen,0.0,dd
4235,antinausea,androgen/estrogen,0.0,dd
4236,antihyperglycemic,androgen/estrogen,0.0,dd
4237,hiv medications,androgen/estrogen,0.0,dd
4238,nonopioid analgesic,androgen/estrogen,0.0,dd
4239,inhalant,androgen/estrogen,0.0,dd
4240,psychedelic,androgen/estrogen,0.0,dd
4241,antipsychotic,androgen/estrogen,0.0,dd
4242,bulking agent,androgen/estrogen,0.0,dd
4243,serm,androgen/estrogen,0.0,dd
4244,metabolite,androgen/estrogen,0.0,dd
4245,cannabinoid receptor agonists,androgen/estrogen,0.0,dd
4246,endogenous chemical,androgen/estrogen,1.4046423429434279e-05,dd
4247,sedative,androgen/estrogen,0.0,dd
4248,antidepressant,androgen/estrogen,0.0,dd
4249,structural class,androgen/estrogen,0.0,dd
4250,chemical reagent,androgen/estrogen,1.4046423429434279e-05,dd
4251,androgen/estrogen,androgen/estrogen,0.0,dd
4252,uncoupler,androgen/estrogen,0.0,dd
4253,steroid,androgen/estrogen,0.0,dd
4254,nootropic,androgen/estrogen,0.0,dd
4255,acetaminophen-containing,androgen/estrogen,0.0,dd
4256,element,androgen/estrogen,0.0,dd
4257,tricyclic antidepressants,androgen/estrogen,0.0,dd
4258,antithyroid,androgen/estrogen,0.0,dd
4259,nmda antagonist,androgen/estrogen,0.0,dd
4260,vasoactive,androgen/estrogen,0.0,dd
4261,opioid,uncoupler,3.51160585735857e-05,dd
4262,serotonergic,uncoupler,0.0,dd
4263,unclear,uncoupler,0.0,dd
4264,cardioactive,uncoupler,0.0,dd
4265,antibiotic/antifungal,uncoupler,0.0,dd
4266,ssri,uncoupler,0.0,dd
4267,ergot,uncoupler,0.0,dd
4268,anti-inflammatory,uncoupler,0.0,dd
4269,mushrooms,uncoupler,0.0,dd
4270,anticoagulant,uncoupler,0.0,dd
4271,neurotoxin,uncoupler,0.0,dd
4272,misclassified,uncoupler,0.0,dd
4273,antacid,uncoupler,0.0,dd
4274,stimulants,uncoupler,0.0001053481757207571,dd
4275,moiety,uncoupler,0.0,dd
4276,snakes,uncoupler,0.0,dd
4277,sexual enhancement,uncoupler,0.0,dd
4278,salicylate,uncoupler,0.0,dd
4279,alcohol,uncoupler,0.0,dd
4280,chemical process,uncoupler,0.0,dd
4281,cholinergic plant,uncoupler,0.0,dd
4282,dopamine agonist,uncoupler,0.0,dd
4283,paralytic,uncoupler,0.0,dd
4284,abortifacient,uncoupler,0.0,dd
4285,analgesic,uncoupler,0.0,dd
4286,anticholinergic medicine,uncoupler,0.0,dd
4287,maoi,uncoupler,0.0,dd
4288,functional class,uncoupler,7.02321171471714e-05,dd
4289,plant,uncoupler,0.0,dd
4290,chemotherapeutic,uncoupler,0.0,dd
4291,nsaid,uncoupler,0.0,dd
4292,cyanogenic,uncoupler,0.0,dd
4293,anesthetic,uncoupler,0.0,dd
4294,hepatotoxin,uncoupler,0.0,dd
4295,anabolic hormones,uncoupler,0.0,dd
4296,antinausea,uncoupler,0.0,dd
4297,antihyperglycemic,uncoupler,0.0,dd
4298,hiv medications,uncoupler,0.0,dd
4299,nonopioid analgesic,uncoupler,0.0,dd
4300,inhalant,uncoupler,0.0,dd
4301,psychedelic,uncoupler,3.51160585735857e-05,dd
4302,antipsychotic,uncoupler,0.0,dd
4303,bulking agent,uncoupler,0.0,dd
4304,serm,uncoupler,0.0,dd
4305,metabolite,uncoupler,0.0,dd
4306,cannabinoid receptor agonists,uncoupler,0.0,dd
4307,endogenous chemical,uncoupler,3.51160585735857e-05,dd
4308,sedative,uncoupler,0.0,dd
4309,antidepressant,uncoupler,0.0,dd
4310,structural class,uncoupler,0.0,dd
4311,chemical reagent,uncoupler,0.0,dd
4312,androgen/estrogen,uncoupler,0.0,dd
4313,uncoupler,uncoupler,0.0,dd
4314,steroid,uncoupler,0.0,dd
4315,nootropic,uncoupler,0.0,dd
4316,acetaminophen-containing,uncoupler,0.0,dd
4317,element,uncoupler,0.0,dd
4318,tricyclic antidepressants,uncoupler,0.0,dd
4319,antithyroid,uncoupler,0.0,dd
4320,nmda antagonist,uncoupler,0.0,dd
4321,vasoactive,uncoupler,0.0,dd
4322,opioid,steroid,2.106963514415142e-05,dd
4323,serotonergic,steroid,0.0,dd
4324,unclear,steroid,0.0,dd
4325,cardioactive,steroid,0.0,dd
4326,antibiotic/antifungal,steroid,7.0232117147171395e-06,dd
4327,ssri,steroid,0.0,dd
4328,ergot,steroid,0.0,dd
4329,anti-inflammatory,steroid,0.0,dd
4330,mushrooms,steroid,0.0,dd
4331,anticoagulant,steroid,0.0,dd
4332,neurotoxin,steroid,0.0,dd
4333,misclassified,steroid,0.0,dd
4334,antacid,steroid,0.0,dd
4335,stimulants,steroid,3.51160585735857e-05,dd
4336,moiety,steroid,0.0,dd
4337,snakes,steroid,0.0,dd
4338,sexual enhancement,steroid,0.0,dd
4339,salicylate,steroid,0.0,dd
4340,alcohol,steroid,1.053481757207571e-05,dd
4341,chemical process,steroid,0.0,dd
4342,cholinergic plant,steroid,0.0,dd
4343,dopamine agonist,steroid,0.0,dd
4344,paralytic,steroid,0.0,dd
4345,abortifacient,steroid,0.0,dd
4346,analgesic,steroid,0.0,dd
4347,anticholinergic medicine,steroid,1.4046423429434279e-05,dd
